device_id,customer_id,device_type,operating_system,browser,ip_address,country,trusted_device,first_seen,last_seen
2693,1352,DESKTOP,Windows,Chrome,129.226.169.231,Côte d'Ivoire,YES,2023-01-20,2026-07-15
2694,1353,MOBILE,Android,Edge,92.196.196.14,Côte d'Ivoire,YES,2024-10-14,2026-07-06
2695,1353,LAPTOP,Windows,Edge,196.204.135.46,Côte d'Ivoire,YES,2023-03-29,2026-07-12
2696,1354,DESKTOP,iOS,Firefox,25.39.164.211,Côte d'Ivoire,YES,2023-06-29,2026-07-09
2697,1354,LAPTOP,iOS,Edge,189.227.216.27,Côte d'Ivoire,YES,2026-01-26,2026-07-09
2698,1355,MOBILE,Android,Chrome,65.141.50.189,Côte d'Ivoire,YES,2022-05-23,2026-07-09
2699,1356,TABLET,Android,Firefox,72.254.250.60,Côte d'Ivoire,YES,2021-08-14,2026-07-17
2700,1356,LAPTOP,iOS,Edge,178.77.137.202,Côte d'Ivoire,YES,2024-06-21,2026-07-08
2701,1356,DESKTOP,Windows,Edge,159.193.86.196,Côte d'Ivoire,NO,2023-03-11,2026-07-10
2702,1357,TABLET,Android,Edge,158.81.163.171,Côte d'Ivoire,YES,2025-11-01,2026-07-17
2703,1358,MOBILE,macOS,Chrome,40.210.235.130,Côte d'Ivoire,YES,2022-02-22,2026-07-21
2704,1358,LAPTOP,macOS,Chrome,28.9.41.23,Côte d'Ivoire,YES,2022-03-06,2026-07-27
2705,1359,LAPTOP,iOS,Safari,83.22.38.163,Côte d'Ivoire,YES,2022-06-07,2026-07-05
2706,1359,MOBILE,Android,Edge,17.165.183.78,Côte d'Ivoire,YES,2026-03-04,2026-07-16
2707,1360,MOBILE,iOS,Edge,82.141.169.240,Côte d'Ivoire,YES,2023-09-18,2026-07-18
2708,1360,DESKTOP,Windows,Firefox,132.89.86.199,Côte d'Ivoire,YES,2022-12-01,2026-07-13
2709,1360,LAPTOP,Android,Firefox,79.115.18.69,Côte d'Ivoire,YES,2025-12-23,2026-07-29
2710,1361,MOBILE,macOS,Chrome,14.99.52.39,Côte d'Ivoire,YES,2022-01-20,2026-07-26
2711,1361,DESKTOP,macOS,Chrome,135.24.145.61,Côte d'Ivoire,YES,2025-07-31,2026-07-12
2712,1361,TABLET,Android,Safari,130.16.202.2,Côte d'Ivoire,NO,2024-06-13,2026-07-20
2713,1362,TABLET,iOS,Chrome,122.173.35.245,Côte d'Ivoire,YES,2022-01-29,2026-07-06
2714,1362,DESKTOP,macOS,Chrome,103.81.133.16,Côte d'Ivoire,NO,2022-02-07,2026-07-11
2715,1362,TABLET,Windows,Chrome,17.33.175.165,Côte d'Ivoire,YES,2024-07-07,2026-07-03
2716,1363,LAPTOP,Android,Edge,200.82.135.25,Côte d'Ivoire,YES,2026-04-07,2026-07-23
2717,1364,DESKTOP,Android,Chrome,201.21.0.39,Côte d'Ivoire,YES,2021-12-05,2026-07-05
2718,1365,TABLET,Windows,Safari,78.106.106.42,Côte d'Ivoire,YES,2024-07-21,2026-07-20
2719,1366,LAPTOP,iOS,Edge,23.73.197.36,Côte d'Ivoire,YES,2021-10-03,2026-07-02
2720,1366,LAPTOP,Windows,Chrome,76.142.30.150,Côte d'Ivoire,YES,2026-02-12,2026-07-29
2721,1367,DESKTOP,iOS,Firefox,208.148.59.172,Côte d'Ivoire,YES,2026-04-10,2026-07-23
2722,1368,TABLET,Windows,Chrome,88.36.128.26,Côte d'Ivoire,YES,2022-08-22,2026-07-20
2723,1368,TABLET,Android,Safari,136.209.59.21,Côte d'Ivoire,YES,2022-07-23,2026-07-21
2724,1369,DESKTOP,Android,Safari,87.136.137.245,Côte d'Ivoire,YES,2024-07-25,2026-07-09
2725,1370,LAPTOP,iOS,Chrome,35.181.0.153,Côte d'Ivoire,YES,2023-08-07,2026-07-11
2726,1370,LAPTOP,Android,Safari,64.164.167.79,Côte d'Ivoire,NO,2023-07-04,2026-07-20
2727,1370,MOBILE,macOS,Safari,177.119.7.5,Côte d'Ivoire,NO,2021-09-13,2026-07-12
2728,1371,DESKTOP,iOS,Chrome,161.57.205.43,Côte d'Ivoire,YES,2022-01-21,2026-07-06
2729,1371,DESKTOP,Windows,Edge,25.11.6.187,Côte d'Ivoire,YES,2021-12-11,2026-07-15
2730,1371,TABLET,Android,Safari,47.161.179.5,Côte d'Ivoire,YES,2024-01-23,2026-07-06
2731,1372,LAPTOP,iOS,Edge,158.163.11.13,Côte d'Ivoire,YES,2022-08-13,2026-07-03
2732,1372,LAPTOP,iOS,Chrome,77.44.211.114,Côte d'Ivoire,YES,2025-10-13,2026-07-17
2733,1372,DESKTOP,Windows,Chrome,215.12.151.238,Côte d'Ivoire,YES,2025-05-07,2026-07-14
2734,1373,LAPTOP,Windows,Firefox,206.87.106.102,Côte d'Ivoire,YES,2023-08-26,2026-07-25
2735,1373,DESKTOP,Windows,Edge,218.52.23.175,Côte d'Ivoire,YES,2026-03-07,2026-07-24
2736,1374,LAPTOP,Android,Safari,86.47.70.118,Côte d'Ivoire,YES,2025-01-25,2026-07-23
2737,1374,LAPTOP,iOS,Chrome,126.104.56.90,Côte d'Ivoire,YES,2022-09-28,2026-07-25
2738,1375,LAPTOP,iOS,Safari,115.95.79.251,Côte d'Ivoire,YES,2022-08-14,2026-07-18
2739,1376,DESKTOP,macOS,Firefox,180.138.242.74,Côte d'Ivoire,YES,2021-11-17,2026-07-11
2740,1376,DESKTOP,macOS,Edge,157.10.115.224,Côte d'Ivoire,YES,2022-07-18,2026-07-01
2741,1376,TABLET,macOS,Chrome,17.20.135.216,Côte d'Ivoire,YES,2023-11-15,2026-07-13
2742,1377,TABLET,Windows,Edge,147.57.246.207,Côte d'Ivoire,YES,2022-04-17,2026-07-02
2743,1377,DESKTOP,macOS,Chrome,126.196.147.75,Côte d'Ivoire,YES,2025-10-15,2026-06-30
2744,1377,TABLET,Windows,Chrome,220.79.41.77,Côte d'Ivoire,YES,2025-05-08,2026-07-02
2745,1378,MOBILE,iOS,Chrome,118.17.185.42,Côte d'Ivoire,YES,2023-02-21,2026-07-20
2746,1378,DESKTOP,Android,Chrome,12.225.226.243,Côte d'Ivoire,YES,2021-11-03,2026-07-26
2747,1379,LAPTOP,Windows,Firefox,176.212.237.96,Côte d'Ivoire,YES,2024-06-07,2026-07-12
2748,1379,MOBILE,iOS,Safari,163.118.246.255,Côte d'Ivoire,YES,2021-10-21,2026-07-16
2749,1380,LAPTOP,iOS,Edge,189.227.243.94,Côte d'Ivoire,YES,2025-03-18,2026-07-02
2750,1380,LAPTOP,Windows,Edge,166.53.179.107,Côte d'Ivoire,YES,2024-01-07,2026-07-25
2751,1380,MOBILE,Windows,Edge,24.82.190.185,Côte d'Ivoire,YES,2022-12-16,2026-07-18
2752,1381,LAPTOP,Windows,Edge,23.159.142.10,Côte d'Ivoire,YES,2022-09-11,2026-06-30
2753,1381,LAPTOP,iOS,Edge,126.140.125.55,Côte d'Ivoire,YES,2022-04-20,2026-07-12
2754,1381,DESKTOP,iOS,Firefox,185.119.101.211,Côte d'Ivoire,YES,2024-06-11,2026-07-27
2755,1382,TABLET,macOS,Safari,49.141.163.68,Côte d'Ivoire,YES,2024-08-25,2026-07-13
2756,1382,DESKTOP,Windows,Edge,128.202.42.3,Côte d'Ivoire,YES,2022-08-19,2026-07-14
2757,1383,MOBILE,Android,Firefox,148.139.23.17,Côte d'Ivoire,YES,2023-10-28,2026-07-08
2758,1383,TABLET,iOS,Chrome,16.141.114.223,Côte d'Ivoire,YES,2025-04-25,2026-06-30
2759,1384,LAPTOP,iOS,Safari,27.122.170.6,Côte d'Ivoire,YES,2025-08-28,2026-07-27
2760,1384,LAPTOP,macOS,Edge,112.239.246.166,Côte d'Ivoire,YES,2022-04-02,2026-07-13
2761,1385,LAPTOP,iOS,Firefox,218.12.129.92,Côte d'Ivoire,YES,2022-02-12,2026-07-21
2762,1385,TABLET,iOS,Safari,108.107.22.84,Côte d'Ivoire,YES,2023-10-13,2026-07-24
2763,1386,LAPTOP,iOS,Safari,75.42.238.107,Côte d'Ivoire,YES,2022-10-28,2026-07-29
2764,1386,TABLET,Windows,Chrome,142.228.27.2,Côte d'Ivoire,YES,2022-07-19,2026-07-01
2765,1386,TABLET,Android,Safari,99.133.192.169,Côte d'Ivoire,YES,2024-04-09,2026-07-02
2766,1387,TABLET,Android,Safari,5.210.216.184,Côte d'Ivoire,YES,2022-02-02,2026-07-12
2767,1387,TABLET,Windows,Chrome,193.8.64.164,Côte d'Ivoire,YES,2024-07-30,2026-07-26
2768,1388,MOBILE,macOS,Safari,183.130.162.255,Côte d'Ivoire,YES,2024-07-19,2026-07-05
2769,1388,DESKTOP,Windows,Edge,92.103.109.83,Côte d'Ivoire,YES,2022-07-15,2026-07-24
2770,1389,TABLET,iOS,Safari,77.15.5.212,Côte d'Ivoire,YES,2024-05-06,2026-07-27
2771,1390,DESKTOP,Android,Chrome,58.159.63.66,Côte d'Ivoire,YES,2022-03-07,2026-07-20
2772,1390,TABLET,Windows,Firefox,212.148.27.109,Côte d'Ivoire,YES,2021-10-13,2026-07-15
2773,1391,DESKTOP,Windows,Firefox,151.14.240.249,Côte d'Ivoire,YES,2024-06-03,2026-07-19
2774,1391,MOBILE,macOS,Edge,219.253.171.150,Côte d'Ivoire,YES,2025-07-30,2026-07-14
2775,1392,DESKTOP,Windows,Chrome,138.66.144.180,Côte d'Ivoire,NO,2024-09-15,2026-07-02
2776,1393,DESKTOP,macOS,Safari,41.154.162.228,Côte d'Ivoire,YES,2021-10-16,2026-07-05
2777,1393,MOBILE,Android,Chrome,148.9.236.194,Côte d'Ivoire,YES,2025-12-01,2026-07-24
2778,1393,LAPTOP,Windows,Safari,187.2.122.229,Côte d'Ivoire,YES,2023-05-27,2026-07-18
2779,1394,MOBILE,Windows,Safari,172.66.195.138,Côte d'Ivoire,YES,2022-11-07,2026-07-18
2780,1394,MOBILE,macOS,Safari,178.130.159.4,Côte d'Ivoire,YES,2022-03-26,2026-07-10
2781,1394,MOBILE,iOS,Edge,1.214.14.152,Côte d'Ivoire,YES,2026-02-27,2026-07-05
2782,1395,MOBILE,Windows,Safari,168.26.85.58,Côte d'Ivoire,YES,2025-08-04,2026-07-25
2783,1395,DESKTOP,Windows,Firefox,13.18.47.0,Côte d'Ivoire,YES,2023-11-12,2026-07-09
2784,1396,TABLET,iOS,Firefox,174.88.50.159,Côte d'Ivoire,YES,2023-08-26,2026-07-15
2785,1396,MOBILE,Windows,Safari,117.202.155.197,Côte d'Ivoire,YES,2023-07-16,2026-07-22
2786,1397,TABLET,iOS,Edge,39.98.253.166,Côte d'Ivoire,YES,2023-08-16,2026-07-21
2787,1397,TABLET,macOS,Firefox,189.30.28.190,Côte d'Ivoire,YES,2024-08-26,2026-07-03
2788,1397,LAPTOP,macOS,Chrome,36.228.116.98,Côte d'Ivoire,YES,2024-08-27,2026-07-23
2789,1398,LAPTOP,Windows,Firefox,156.187.228.95,Côte d'Ivoire,YES,2025-02-19,2026-07-11
2790,1398,MOBILE,macOS,Firefox,136.4.155.174,Côte d'Ivoire,YES,2026-02-23,2026-07-11
2791,1398,LAPTOP,macOS,Edge,189.11.51.184,Côte d'Ivoire,YES,2022-10-01,2026-07-29
2792,1399,DESKTOP,Windows,Firefox,122.75.138.118,Côte d'Ivoire,YES,2024-06-24,2026-07-15
2793,1399,TABLET,iOS,Edge,90.36.232.226,Côte d'Ivoire,YES,2025-02-26,2026-07-24
2794,1399,MOBILE,iOS,Firefox,197.250.15.160,Côte d'Ivoire,NO,2023-04-05,2026-07-08
2795,1400,TABLET,iOS,Safari,208.127.19.143,Côte d'Ivoire,YES,2022-12-29,2026-07-05
2796,1400,MOBILE,iOS,Chrome,62.18.48.204,Côte d'Ivoire,YES,2022-06-07,2026-07-06
2797,1400,DESKTOP,Windows,Edge,221.206.49.9,Côte d'Ivoire,YES,2021-10-11,2026-07-08
2798,1401,TABLET,macOS,Edge,196.135.142.8,Côte d'Ivoire,NO,2025-12-14,2026-07-25
2799,1401,MOBILE,Windows,Chrome,221.131.246.95,Côte d'Ivoire,YES,2024-08-02,2026-07-06
2800,1401,LAPTOP,macOS,Chrome,47.115.171.100,Côte d'Ivoire,YES,2024-01-26,2026-07-05
2801,1402,TABLET,Android,Safari,53.139.132.135,Côte d'Ivoire,YES,2022-06-28,2026-07-02
2802,1403,LAPTOP,iOS,Edge,86.183.160.53,Côte d'Ivoire,YES,2025-05-23,2026-07-19
2803,1403,LAPTOP,iOS,Chrome,155.226.88.236,Côte d'Ivoire,YES,2024-01-13,2026-07-23
2804,1403,MOBILE,macOS,Safari,139.189.168.84,Côte d'Ivoire,YES,2025-11-27,2026-07-04
2805,1404,LAPTOP,macOS,Edge,104.31.225.216,Côte d'Ivoire,YES,2024-09-20,2026-07-22
2806,1404,DESKTOP,macOS,Firefox,60.17.207.103,Côte d'Ivoire,YES,2023-01-29,2026-07-24
2807,1404,TABLET,Windows,Safari,184.240.5.172,Côte d'Ivoire,YES,2022-05-26,2026-07-11
2808,1405,TABLET,Windows,Chrome,53.212.221.77,Côte d'Ivoire,NO,2021-12-26,2026-07-27
2809,1406,TABLET,iOS,Edge,14.211.184.103,Côte d'Ivoire,YES,2024-01-01,2026-07-15
2810,1407,DESKTOP,Windows,Chrome,43.107.42.34,Côte d'Ivoire,YES,2022-10-16,2026-07-02
2811,1407,LAPTOP,Windows,Edge,163.94.242.182,Côte d'Ivoire,YES,2025-03-27,2026-07-25
2812,1407,MOBILE,macOS,Safari,125.65.233.134,Côte d'Ivoire,YES,2022-06-03,2026-07-16
2813,1408,MOBILE,iOS,Chrome,39.150.87.71,Côte d'Ivoire,YES,2024-01-09,2026-07-13
2814,1408,MOBILE,Windows,Safari,23.40.1.39,Côte d'Ivoire,YES,2023-01-06,2026-07-14
2815,1409,MOBILE,Windows,Chrome,206.19.79.132,Côte d'Ivoire,NO,2022-06-23,2026-07-11
2816,1410,TABLET,Android,Safari,137.6.49.255,Côte d'Ivoire,YES,2022-05-23,2026-07-10
2817,1410,LAPTOP,macOS,Edge,5.89.207.76,Côte d'Ivoire,YES,2021-10-21,2026-07-29
2818,1411,TABLET,Windows,Edge,214.62.134.221,Côte d'Ivoire,YES,2021-08-18,2026-07-23
2819,1411,DESKTOP,iOS,Firefox,172.52.202.187,Côte d'Ivoire,YES,2024-09-19,2026-07-09
2820,1412,MOBILE,Windows,Chrome,126.218.94.139,Côte d'Ivoire,YES,2025-05-11,2026-07-25
2821,1412,MOBILE,Android,Safari,93.11.222.67,Côte d'Ivoire,YES,2024-01-31,2026-07-05
2822,1412,LAPTOP,iOS,Edge,179.214.141.167,Côte d'Ivoire,YES,2025-05-09,2026-07-20
2823,1413,DESKTOP,Android,Firefox,18.199.150.165,Côte d'Ivoire,YES,2022-09-27,2026-07-13
2824,1414,DESKTOP,macOS,Safari,179.186.15.217,Côte d'Ivoire,YES,2024-07-31,2026-07-03
2825,1414,LAPTOP,Windows,Edge,183.30.62.53,Côte d'Ivoire,YES,2022-03-16,2026-07-15
2826,1415,LAPTOP,macOS,Firefox,109.93.138.129,Côte d'Ivoire,YES,2023-12-03,2026-07-22
2827,1415,LAPTOP,Windows,Safari,132.189.221.180,Côte d'Ivoire,YES,2024-04-02,2026-07-01
2828,1416,MOBILE,Windows,Safari,26.41.46.206,Côte d'Ivoire,YES,2023-03-12,2026-07-27
2829,1416,TABLET,Android,Chrome,130.71.220.252,Côte d'Ivoire,NO,2021-08-22,2026-07-11
2830,1417,TABLET,Android,Edge,88.19.207.35,Côte d'Ivoire,YES,2023-06-13,2026-07-09
2831,1418,MOBILE,Android,Firefox,121.54.34.143,Côte d'Ivoire,YES,2025-09-11,2026-07-09
2832,1418,MOBILE,Windows,Chrome,185.11.14.120,Côte d'Ivoire,NO,2022-09-11,2026-07-09
2833,1418,LAPTOP,macOS,Edge,133.173.115.222,Côte d'Ivoire,YES,2025-12-19,2026-07-10
2834,1419,MOBILE,iOS,Firefox,68.78.2.54,Côte d'Ivoire,YES,2025-09-30,2026-07-27
2835,1419,DESKTOP,iOS,Edge,139.102.60.148,Côte d'Ivoire,YES,2021-11-26,2026-07-20
2836,1420,MOBILE,Android,Chrome,152.86.172.208,Côte d'Ivoire,YES,2023-07-28,2026-07-16
2837,1420,TABLET,Windows,Chrome,21.195.22.69,Côte d'Ivoire,YES,2024-02-16,2026-07-11
2838,1421,LAPTOP,Android,Safari,223.133.156.112,Côte d'Ivoire,YES,2025-09-29,2026-07-19
2839,1422,TABLET,macOS,Safari,158.200.8.125,Côte d'Ivoire,YES,2024-02-01,2026-07-04
2840,1423,MOBILE,Windows,Edge,116.152.169.217,Côte d'Ivoire,YES,2025-02-21,2026-07-21
2841,1424,DESKTOP,iOS,Safari,59.48.254.42,Côte d'Ivoire,YES,2022-07-23,2026-07-08
2842,1425,DESKTOP,Android,Chrome,26.52.122.67,Côte d'Ivoire,YES,2022-07-16,2026-07-16
2843,1426,DESKTOP,iOS,Firefox,136.50.25.159,Côte d'Ivoire,YES,2025-09-08,2026-07-23
2844,1426,DESKTOP,iOS,Firefox,143.7.242.106,Côte d'Ivoire,NO,2021-10-26,2026-07-14
2845,1427,DESKTOP,macOS,Safari,121.184.137.149,Côte d'Ivoire,YES,2025-01-19,2026-07-02
2846,1427,MOBILE,macOS,Chrome,3.74.242.217,Côte d'Ivoire,YES,2023-10-19,2026-07-15
2847,1428,DESKTOP,Windows,Safari,60.72.239.37,Côte d'Ivoire,NO,2025-03-11,2026-07-19
2848,1428,TABLET,Android,Chrome,120.111.227.158,Côte d'Ivoire,YES,2023-11-09,2026-07-23
2849,1429,TABLET,iOS,Firefox,186.223.251.103,Côte d'Ivoire,YES,2021-12-17,2026-07-14
2850,1430,MOBILE,Android,Firefox,23.20.248.207,Côte d'Ivoire,YES,2026-06-11,2026-07-08
2851,1430,TABLET,Android,Safari,4.225.237.39,Côte d'Ivoire,YES,2024-05-18,2026-07-06
2852,1430,LAPTOP,Windows,Chrome,129.70.94.47,Côte d'Ivoire,NO,2021-10-02,2026-07-18
2853,1431,DESKTOP,iOS,Edge,85.84.151.132,Côte d'Ivoire,YES,2024-07-28,2026-07-26
2854,1432,LAPTOP,macOS,Edge,67.38.87.139,Côte d'Ivoire,YES,2025-12-26,2026-07-10
2855,1433,MOBILE,Android,Safari,44.179.60.231,Côte d'Ivoire,YES,2022-11-28,2026-07-26
2856,1433,MOBILE,Windows,Chrome,46.173.106.124,Côte d'Ivoire,NO,2024-01-16,2026-07-07
2857,1433,TABLET,iOS,Safari,218.155.170.81,Côte d'Ivoire,YES,2025-02-02,2026-07-10
2858,1434,DESKTOP,Android,Edge,5.253.88.99,Côte d'Ivoire,YES,2021-09-09,2026-07-01
2859,1434,LAPTOP,Windows,Safari,170.104.251.49,Côte d'Ivoire,YES,2025-11-03,2026-07-19
2860,1435,TABLET,iOS,Firefox,160.173.51.54,Côte d'Ivoire,YES,2022-11-28,2026-07-13
2861,1435,MOBILE,macOS,Safari,46.184.103.231,Côte d'Ivoire,YES,2023-09-05,2026-07-01
2862,1435,LAPTOP,macOS,Firefox,124.126.156.57,Côte d'Ivoire,YES,2024-10-14,2026-07-19
2863,1436,DESKTOP,Android,Safari,81.71.168.118,Côte d'Ivoire,YES,2022-04-18,2026-07-03
2864,1436,LAPTOP,Android,Chrome,90.149.150.31,Côte d'Ivoire,YES,2021-09-29,2026-06-30
2865,1436,DESKTOP,Android,Edge,180.219.239.106,Côte d'Ivoire,YES,2022-05-21,2026-07-28
2866,1437,TABLET,macOS,Firefox,163.27.201.158,Côte d'Ivoire,YES,2024-03-24,2026-07-15
2867,1438,TABLET,Android,Chrome,33.127.232.188,Côte d'Ivoire,YES,2024-02-22,2026-07-13
2868,1438,LAPTOP,Android,Safari,19.48.146.121,Côte d'Ivoire,YES,2023-10-28,2026-07-27
2869,1439,MOBILE,macOS,Safari,25.81.211.186,Côte d'Ivoire,YES,2025-03-24,2026-07-04
2870,1439,LAPTOP,Android,Safari,118.128.84.162,Côte d'Ivoire,YES,2026-05-06,2026-07-13
2871,1439,MOBILE,iOS,Safari,23.211.224.211,Côte d'Ivoire,YES,2024-10-29,2026-06-30
2872,1440,LAPTOP,macOS,Chrome,199.201.139.220,Côte d'Ivoire,YES,2024-09-29,2026-07-26
2873,1440,LAPTOP,iOS,Firefox,190.120.255.174,Côte d'Ivoire,YES,2023-06-25,2026-07-28
2874,1441,LAPTOP,Windows,Firefox,193.203.113.71,Côte d'Ivoire,NO,2023-07-20,2026-07-21
2875,1442,DESKTOP,iOS,Chrome,38.249.2.234,Côte d'Ivoire,YES,2024-03-20,2026-07-16
2876,1442,LAPTOP,Windows,Chrome,69.90.68.183,Côte d'Ivoire,YES,2022-05-21,2026-07-27
2877,1443,LAPTOP,Windows,Safari,111.214.68.139,Côte d'Ivoire,YES,2023-09-13,2026-07-04
2878,1443,DESKTOP,Android,Edge,94.78.16.106,Côte d'Ivoire,YES,2026-01-10,2026-07-27
2879,1443,TABLET,iOS,Edge,177.226.199.95,Côte d'Ivoire,YES,2025-10-08,2026-07-12
2880,1444,MOBILE,Android,Chrome,53.159.163.29,Côte d'Ivoire,YES,2022-11-08,2026-07-01
2881,1444,MOBILE,iOS,Firefox,58.4.168.95,Côte d'Ivoire,YES,2021-08-15,2026-07-13
2882,1445,MOBILE,iOS,Chrome,159.71.77.37,Côte d'Ivoire,YES,2026-03-20,2026-07-24
2883,1446,MOBILE,macOS,Chrome,47.22.90.113,Côte d'Ivoire,YES,2024-04-23,2026-07-22
2884,1446,MOBILE,Android,Chrome,133.54.56.57,Côte d'Ivoire,YES,2022-06-20,2026-07-20
2885,1446,DESKTOP,macOS,Firefox,152.11.61.129,Côte d'Ivoire,YES,2022-08-28,2026-06-30
2886,1447,DESKTOP,iOS,Safari,105.241.146.151,Côte d'Ivoire,YES,2022-12-27,2026-07-09
2887,1447,TABLET,macOS,Safari,19.163.35.236,Côte d'Ivoire,NO,2021-11-27,2026-07-20
2888,1448,DESKTOP,Windows,Edge,31.151.22.147,Côte d'Ivoire,YES,2022-10-06,2026-07-26
2889,1449,LAPTOP,macOS,Firefox,32.151.177.17,Côte d'Ivoire,YES,2024-02-05,2026-07-05
2890,1449,TABLET,Android,Safari,25.106.71.184,Côte d'Ivoire,YES,2023-11-18,2026-07-25
2891,1449,LAPTOP,Android,Safari,55.200.208.200,Côte d'Ivoire,YES,2026-05-15,2026-07-08
2892,1450,LAPTOP,macOS,Edge,77.21.231.31,Côte d'Ivoire,YES,2024-09-24,2026-07-25
2893,1450,TABLET,iOS,Safari,158.55.13.2,Côte d'Ivoire,YES,2025-07-06,2026-07-10
2894,1450,DESKTOP,macOS,Safari,205.21.44.190,Côte d'Ivoire,YES,2022-12-21,2026-07-25
2895,1451,DESKTOP,Windows,Firefox,191.41.242.78,Côte d'Ivoire,YES,2021-08-28,2026-07-15
2896,1451,DESKTOP,iOS,Edge,41.159.81.185,Côte d'Ivoire,YES,2025-07-29,2026-07-03
2897,1452,LAPTOP,iOS,Firefox,199.2.222.82,Côte d'Ivoire,NO,2024-03-23,2026-07-09
2898,1452,DESKTOP,Windows,Firefox,102.96.25.166,Côte d'Ivoire,YES,2026-02-23,2026-07-22
2899,1452,LAPTOP,macOS,Chrome,35.233.48.164,Côte d'Ivoire,YES,2025-07-24,2026-07-28
2900,1453,TABLET,macOS,Chrome,109.155.116.99,Côte d'Ivoire,YES,2026-05-01,2026-07-10
2901,1453,TABLET,iOS,Safari,32.231.127.92,Côte d'Ivoire,NO,2023-03-19,2026-07-13
2902,1454,LAPTOP,macOS,Chrome,59.70.76.75,Côte d'Ivoire,YES,2024-03-04,2026-07-17
2903,1454,DESKTOP,iOS,Firefox,153.207.38.18,Côte d'Ivoire,NO,2023-09-28,2026-07-27
2904,1455,LAPTOP,macOS,Edge,5.158.230.132,Côte d'Ivoire,YES,2022-03-26,2026-07-28
2905,1455,TABLET,macOS,Edge,107.118.139.84,Côte d'Ivoire,YES,2023-12-15,2026-07-08
2906,1455,LAPTOP,macOS,Firefox,120.209.142.67,Côte d'Ivoire,YES,2022-08-26,2026-07-25
2907,1456,MOBILE,Android,Chrome,152.130.50.29,Côte d'Ivoire,YES,2024-05-19,2026-07-27
2908,1456,MOBILE,Android,Firefox,184.223.33.44,Côte d'Ivoire,YES,2025-08-07,2026-07-10
2909,1456,TABLET,Windows,Edge,107.181.148.117,Côte d'Ivoire,YES,2023-06-01,2026-07-04
2910,1457,TABLET,Android,Firefox,205.44.3.209,Côte d'Ivoire,YES,2022-10-17,2026-07-08
2911,1458,DESKTOP,macOS,Firefox,16.2.5.184,Côte d'Ivoire,YES,2024-04-28,2026-07-03
2912,1458,TABLET,Windows,Chrome,209.171.136.168,Côte d'Ivoire,YES,2022-09-27,2026-07-24
2913,1459,LAPTOP,iOS,Safari,166.206.118.62,Côte d'Ivoire,YES,2025-08-02,2026-07-15
2914,1460,DESKTOP,iOS,Safari,39.129.201.42,Côte d'Ivoire,YES,2023-08-16,2026-07-27
2915,1460,TABLET,iOS,Chrome,56.172.133.107,Côte d'Ivoire,YES,2025-08-11,2026-07-17
2916,1460,LAPTOP,macOS,Chrome,52.73.68.152,Côte d'Ivoire,YES,2026-02-01,2026-07-03
2917,1461,DESKTOP,macOS,Safari,214.216.67.120,Côte d'Ivoire,YES,2022-12-27,2026-07-13
2918,1462,TABLET,macOS,Edge,155.251.203.23,Côte d'Ivoire,YES,2026-05-05,2026-07-21
2919,1463,DESKTOP,Windows,Firefox,24.4.106.115,Côte d'Ivoire,NO,2022-08-06,2026-07-27
2920,1464,MOBILE,iOS,Edge,219.36.75.106,Côte d'Ivoire,YES,2023-02-02,2026-07-01
2921,1464,DESKTOP,iOS,Chrome,222.234.23.247,Côte d'Ivoire,NO,2024-07-07,2026-07-20
2922,1465,LAPTOP,Windows,Firefox,100.176.228.84,Côte d'Ivoire,YES,2024-10-29,2026-07-18
2923,1465,MOBILE,Windows,Safari,104.43.182.217,Côte d'Ivoire,YES,2023-03-29,2026-07-21
2924,1465,DESKTOP,iOS,Firefox,44.121.14.20,Côte d'Ivoire,YES,2021-08-15,2026-07-28
2925,1466,TABLET,Android,Safari,38.5.223.146,Côte d'Ivoire,YES,2024-09-17,2026-07-12
2926,1467,MOBILE,iOS,Firefox,8.53.57.185,Côte d'Ivoire,YES,2023-11-24,2026-07-01
2927,1468,TABLET,Android,Firefox,158.163.151.151,Côte d'Ivoire,YES,2024-12-17,2026-07-02
2928,1468,DESKTOP,Android,Firefox,198.192.199.24,Côte d'Ivoire,YES,2023-11-27,2026-07-02
2929,1469,MOBILE,Android,Firefox,194.31.40.31,Côte d'Ivoire,YES,2025-07-30,2026-07-29
2930,1470,DESKTOP,macOS,Chrome,159.97.21.77,Côte d'Ivoire,YES,2023-01-19,2026-07-22
2931,1470,TABLET,macOS,Firefox,179.83.11.110,Côte d'Ivoire,YES,2021-11-24,2026-07-17
2932,1471,DESKTOP,macOS,Firefox,73.205.228.197,Côte d'Ivoire,YES,2023-01-29,2026-07-06
2933,1471,TABLET,Windows,Edge,71.164.176.43,Côte d'Ivoire,YES,2022-01-19,2026-07-21
2934,1471,TABLET,Android,Safari,131.253.35.250,Côte d'Ivoire,NO,2024-03-31,2026-07-04
2935,1472,TABLET,Android,Chrome,216.225.25.225,Côte d'Ivoire,YES,2023-03-24,2026-07-29
2936,1473,LAPTOP,Android,Edge,186.165.49.11,Côte d'Ivoire,YES,2024-04-07,2026-07-08
2937,1474,LAPTOP,Android,Chrome,219.184.95.179,Côte d'Ivoire,YES,2025-12-19,2026-06-30
2938,1475,TABLET,Android,Edge,207.57.178.207,Côte d'Ivoire,YES,2025-02-11,2026-07-02
