transaction_id,customer_id,account_id,merchant_id,device_id,transaction_date,transaction_type,amount,location,is_fraud,fraud_reason
22403,8012,16085,2871,1124,2025-02-09 00:52:08,WITHDRAWAL,191789.7,Bouake,0,
22404,3494,6953,2172,18292,2026-05-10 00:08:50,DEPOSIT,555522.26,Korhogo,0,
22405,1938,3906,3334,17233,2025-04-29 03:11:35,DEPOSIT,78390.46,Abidjan,0,
22406,6815,13648,1343,15391,2024-09-23 17:55:55,DEPOSIT,17877.3,Bouake,0,
22407,3637,7235,4910,1882,2025-01-22 17:45:32,TRANSFER,97269.13,Yamoussoukro,0,
22408,4085,8151,4115,3171,2025-03-02 12:12:04,WITHDRAWAL,247379.81,Bouake,0,
22409,7272,14564,3171,1348,2024-11-17 01:07:28,PAYMENT,542799.37,Abidjan,0,
22410,8436,16937,4782,11484,2026-06-24 07:06:52,DEPOSIT,28686.0,Yamoussoukro,0,
22411,7682,15390,1212,13171,2025-06-07 18:31:15,WITHDRAWAL,981193.47,Bouake,0,
22412,658,1317,1782,7032,2024-11-03 20:48:03,WITHDRAWAL,174800.94,Korhogo,0,
22413,2889,5777,1187,16255,2026-02-14 20:21:20,WITHDRAWAL,228371.13,Yamoussoukro,0,
22414,6156,12308,3597,7022,2026-02-25 11:17:42,DEPOSIT,116571.79,Korhogo,0,
22415,7927,15916,792,5486,2025-10-29 01:38:55,DEPOSIT,992562.01,San Pedro,0,
22416,5631,11261,4360,18497,2026-01-04 04:01:48,DEPOSIT,655995.51,Abidjan,0,
22417,9298,18693,1411,10321,2024-11-25 21:44:43,PAYMENT,560377.63,Korhogo,0,
22418,9188,18464,2001,16742,2025-01-06 20:05:47,WITHDRAWAL,742726.74,Bouake,0,
22419,5002,9996,3268,19279,2025-07-10 08:21:16,DEPOSIT,452764.75,Korhogo,0,
22420,8308,16690,967,10493,2024-11-18 13:48:45,DEPOSIT,211474.59,San Pedro,0,
22421,9583,19274,1995,11092,2026-01-04 02:33:10,DEPOSIT,36330.91,Abidjan,1,Unknown device
22422,1028,2068,1601,8603,2025-03-01 22:15:55,DEPOSIT,668800.45,Yamoussoukro,0,
22423,4701,9388,4055,4163,2026-03-13 17:27:05,TRANSFER,107841.25,Abidjan,0,
22424,9920,19948,2565,10330,2025-04-11 07:35:59,PAYMENT,353855.16,San Pedro,0,
22425,252,497,3620,2790,2024-08-08 07:52:34,WITHDRAWAL,196019.54,Bouake,0,
22426,2210,4436,3826,9383,2025-12-07 13:07:49,DEPOSIT,31302.65,Abidjan,0,
22427,184,358,2895,9083,2024-10-30 01:36:30,PAYMENT,888438.25,Abidjan,0,
22428,6868,13755,728,18096,2025-09-08 08:11:32,PAYMENT,247385.92,Bouake,0,
22429,813,1634,2337,19622,2025-03-29 15:34:50,DEPOSIT,977494.63,Abidjan,0,
22430,9941,19992,2629,2550,2025-09-11 03:41:12,PAYMENT,19375.15,Korhogo,0,
22431,1626,3284,1578,16747,2024-10-18 15:57:25,TRANSFER,136868.33,Bouake,0,
22432,3691,7341,803,3604,2026-03-22 07:52:30,PAYMENT,145576.45,Yamoussoukro,0,
22433,679,1359,221,11944,2025-12-01 04:04:07,WITHDRAWAL,351077.7,Yamoussoukro,0,
22434,2022,4062,3221,18247,2025-11-07 18:58:41,PAYMENT,769293.26,Bouake,0,
22435,4230,8435,2327,5433,2025-07-31 21:14:29,DEPOSIT,869869.28,Bouake,0,
22436,81,152,3494,19063,2025-01-27 07:17:51,TRANSFER,291023.18,Bouake,0,
22437,3412,6803,2455,13017,2025-12-25 22:16:29,DEPOSIT,437721.5,Bouake,0,
22438,9505,19111,1036,18385,2025-07-06 09:06:32,DEPOSIT,397070.6,Bouake,0,
22439,219,429,4574,19732,2025-03-20 01:34:36,WITHDRAWAL,521579.99,Bouake,0,
22440,4456,8889,4199,9177,2026-04-30 14:47:54,WITHDRAWAL,973002.71,Abidjan,0,
22441,9939,19988,2755,1249,2024-11-04 22:46:11,WITHDRAWAL,639541.4,Abidjan,0,
22442,3717,7390,2295,13735,2025-09-24 08:56:05,TRANSFER,220005.64,Yamoussoukro,0,
22443,5929,11856,4592,7755,2026-02-28 00:00:19,DEPOSIT,242346.68,Bouake,0,
22444,1220,2461,158,10659,2025-11-16 19:00:59,WITHDRAWAL,607666.52,Yamoussoukro,0,
22445,8623,17301,4303,1049,2025-07-18 21:08:59,WITHDRAWAL,653290.1,Bouake,0,
22446,2564,5147,69,16629,2024-11-27 07:51:59,PAYMENT,547144.65,Abidjan,0,
22447,5404,10799,93,7648,2024-09-23 15:31:44,WITHDRAWAL,780307.73,Bouake,0,
22448,1319,2651,2688,1756,2026-06-14 15:44:42,WITHDRAWAL,381848.45,Korhogo,0,
22449,627,1256,827,3514,2026-03-08 19:22:14,DEPOSIT,237607.96,Bouake,0,
22450,3336,6650,3483,7156,2026-07-08 04:11:31,TRANSFER,670014.25,Yamoussoukro,0,
22451,8843,17749,3999,11236,2026-02-10 05:01:36,TRANSFER,406297.58,Yamoussoukro,0,
22452,1648,3326,2820,5871,2025-04-22 02:51:32,TRANSFER,629301.9,Abidjan,0,
22453,1357,2727,1631,9813,2026-06-10 18:41:55,TRANSFER,940077.43,Bouake,0,
22454,9752,19620,2775,6877,2025-02-27 07:29:25,WITHDRAWAL,157227.02,Abidjan,0,
22455,405,810,684,17338,2024-08-31 18:53:36,PAYMENT,997238.21,Yamoussoukro,0,
22456,3601,7160,1526,3245,2025-05-23 06:50:03,WITHDRAWAL,682628.54,Bouake,0,
22457,7587,15192,3947,2467,2026-05-12 20:09:31,WITHDRAWAL,428281.74,San Pedro,0,
22458,3098,6168,2940,4583,2026-06-23 02:44:49,TRANSFER,260631.46,Bouake,0,
22459,8881,17832,3390,16480,2025-02-14 09:06:15,DEPOSIT,216831.76,Abidjan,0,
22460,9564,19233,1917,5467,2024-10-26 14:34:18,PAYMENT,558020.15,San Pedro,0,
22461,7988,16038,4926,1303,2025-11-29 21:21:32,PAYMENT,197827.02,Yamoussoukro,0,
22462,2045,4108,2630,16000,2025-07-28 07:47:45,WITHDRAWAL,438723.04,Abidjan,0,
22463,750,1508,1395,12747,2025-06-26 18:40:31,WITHDRAWAL,640647.28,Abidjan,0,
22464,647,1293,3757,2736,2025-10-28 07:55:04,PAYMENT,130870.51,Korhogo,0,
22465,2917,5832,3596,15579,2024-12-08 19:22:28,WITHDRAWAL,582546.36,Bouake,0,
22466,4046,8073,1660,5572,2026-06-11 13:28:03,PAYMENT,93007.45,Abidjan,0,
22467,9263,18614,3848,8468,2026-02-02 06:01:29,PAYMENT,23576.73,Yamoussoukro,0,
22468,404,807,3950,18890,2026-01-19 00:26:43,TRANSFER,284574.88,Yamoussoukro,0,
22469,4067,8115,87,14435,2026-06-03 05:19:50,PAYMENT,789276.66,Bouake,0,
22470,1847,3731,1105,7419,2026-04-09 00:51:10,DEPOSIT,11309.43,Bouake,0,
22471,1587,3206,2295,18752,2025-08-13 11:08:02,PAYMENT,20649.56,San Pedro,0,
22472,3906,7788,4178,4510,2026-03-12 01:50:14,DEPOSIT,513180.87,Abidjan,0,
22473,5979,11955,1104,18100,2025-03-14 01:45:12,WITHDRAWAL,461113.89,Bouake,0,
22474,1636,3302,391,9382,2025-01-21 10:35:50,PAYMENT,536781.88,Bouake,0,
22475,219,430,4134,14641,2025-09-10 01:33:29,DEPOSIT,891587.93,Abidjan,0,
22476,1448,2914,2848,18770,2024-10-19 00:07:16,WITHDRAWAL,828119.98,San Pedro,0,
22477,7842,15726,2810,9334,2024-10-07 18:14:47,WITHDRAWAL,310447.85,San Pedro,0,
22478,434,862,2636,17131,2026-02-19 08:06:32,DEPOSIT,94776.27,Abidjan,0,
22479,796,1601,3750,228,2025-11-11 13:45:12,DEPOSIT,480537.24,Yamoussoukro,0,
22480,5011,10012,4623,2151,2025-11-08 06:10:19,WITHDRAWAL,454567.68,Bouake,0,
22481,5412,10816,317,16504,2026-06-02 21:28:53,WITHDRAWAL,429569.4,Abidjan,0,
22482,3361,6699,4376,13836,2025-05-08 13:32:14,WITHDRAWAL,276412.24,San Pedro,1,Unusual location
22483,5874,11734,4380,13443,2025-02-03 09:08:48,PAYMENT,768946.89,Korhogo,0,
22484,851,1718,304,1059,2026-06-06 05:11:45,PAYMENT,100868.02,San Pedro,0,
22485,6837,13690,853,1948,2026-05-22 03:37:50,PAYMENT,832827.38,Bouake,0,
22486,203,398,2771,12824,2025-12-29 09:57:32,PAYMENT,950583.59,San Pedro,0,
22487,9069,18234,4347,13204,2025-08-19 01:52:04,TRANSFER,487734.82,Abidjan,0,
22488,8746,17547,3240,16802,2026-05-11 20:30:55,WITHDRAWAL,328605.19,Bouake,0,
22489,2072,4162,4951,7392,2026-01-26 21:52:51,WITHDRAWAL,111339.07,San Pedro,0,
22490,8215,16499,2634,3596,2025-07-01 21:05:18,WITHDRAWAL,524401.58,Bouake,0,
22491,614,1228,2762,5736,2025-06-23 11:42:08,TRANSFER,946979.09,San Pedro,0,
22492,3459,6892,2672,150,2024-09-12 23:12:23,TRANSFER,655765.18,Abidjan,0,
22493,5997,11994,4750,4769,2025-12-08 13:25:32,WITHDRAWAL,524524.72,Abidjan,0,
22494,8732,17515,888,16034,2024-10-20 16:00:44,WITHDRAWAL,694469.25,Korhogo,0,
22495,102,194,4183,4998,2026-06-02 23:00:47,PAYMENT,268504.45,Korhogo,0,
22496,127,250,2802,3887,2026-03-20 23:57:10,TRANSFER,371561.45,Abidjan,0,
22497,1383,2780,3278,2980,2025-03-05 14:29:59,WITHDRAWAL,940063.98,Korhogo,0,
22498,7837,15716,1106,11785,2026-05-16 05:12:10,WITHDRAWAL,943971.52,Bouake,0,
22499,7587,15192,2462,14498,2026-02-13 08:26:28,PAYMENT,575750.29,San Pedro,0,
22500,8815,17689,3833,15469,2026-02-19 20:50:50,TRANSFER,993380.74,Bouake,0,
22501,3984,7948,2086,15824,2025-03-02 05:38:06,TRANSFER,985032.28,Yamoussoukro,0,
22502,483,956,1465,14772,2026-07-03 16:32:30,TRANSFER,182650.36,Abidjan,0,
22503,8410,16891,3257,4362,2025-02-11 10:36:38,TRANSFER,650181.72,San Pedro,0,
22504,9834,19778,1332,2847,2025-12-10 06:32:22,TRANSFER,210445.63,San Pedro,0,
22505,7407,14826,3823,9378,2025-08-29 09:38:38,DEPOSIT,434912.05,San Pedro,0,
22506,700,1404,1866,19474,2025-04-12 08:57:22,WITHDRAWAL,51615.63,Bouake,0,
22507,1183,2392,1475,18618,2025-06-21 21:53:00,DEPOSIT,30308.71,Korhogo,0,
22508,3696,7351,3120,17295,2025-12-31 00:30:25,WITHDRAWAL,959909.98,Yamoussoukro,0,
22509,6477,12973,3468,7646,2026-05-11 12:49:08,TRANSFER,313027.24,Bouake,0,
22510,5417,10831,2152,219,2025-02-11 02:44:56,PAYMENT,4320.28,Bouake,0,
22511,9815,19743,315,775,2025-05-03 23:46:31,PAYMENT,720156.63,Abidjan,0,
22512,6307,12610,2826,1198,2024-10-03 12:05:58,TRANSFER,637698.24,Korhogo,0,
22513,3564,7091,4507,14216,2024-08-10 00:05:13,WITHDRAWAL,118156.7,San Pedro,0,
22514,1710,3464,2958,6718,2024-10-17 12:20:42,DEPOSIT,447292.02,Korhogo,0,
22515,1048,2111,652,3678,2026-02-04 20:11:33,DEPOSIT,480332.08,Abidjan,0,
22516,3285,6548,1920,11769,2026-04-17 23:53:50,PAYMENT,341448.64,San Pedro,0,
22517,3548,7058,4627,9202,2025-08-12 02:24:42,DEPOSIT,566548.52,Korhogo,0,
22518,5332,10650,1692,11931,2025-02-04 12:12:25,WITHDRAWAL,550049.51,San Pedro,0,
22519,8799,17658,3438,18702,2025-10-28 22:56:03,WITHDRAWAL,199776.43,Korhogo,0,
22520,4894,9777,625,1958,2025-08-19 10:08:59,PAYMENT,218937.77,Korhogo,0,
22521,4045,8071,4727,13545,2025-01-18 22:06:03,WITHDRAWAL,331552.66,San Pedro,0,
22522,1958,3939,4258,18947,2025-11-02 01:44:22,PAYMENT,388738.48,Korhogo,0,
22523,2081,4177,948,4574,2025-07-02 21:07:49,TRANSFER,140347.21,Korhogo,0,
22524,3093,6160,490,10297,2025-12-29 23:20:28,WITHDRAWAL,716651.17,Yamoussoukro,0,
22525,2038,4097,831,10236,2025-02-22 09:08:37,DEPOSIT,631660.66,San Pedro,0,
22526,7746,15524,2718,14941,2024-10-19 17:11:00,PAYMENT,662987.41,Korhogo,0,
22527,6003,12004,3569,4559,2026-03-29 12:34:00,DEPOSIT,111883.28,Bouake,0,
22528,4121,8220,4311,10732,2026-05-03 17:44:42,PAYMENT,116546.11,Yamoussoukro,0,
22529,8961,17990,3234,5933,2026-02-01 07:03:59,WITHDRAWAL,246813.28,Abidjan,0,
22530,2901,5802,3280,4649,2025-08-13 21:31:59,PAYMENT,188244.19,Korhogo,0,
22531,5557,11107,2028,15996,2025-10-09 10:47:14,TRANSFER,974221.27,Abidjan,0,
22532,6432,12876,321,17187,2025-11-14 03:43:39,WITHDRAWAL,980309.9,Abidjan,0,
22533,4958,9904,406,14158,2026-05-12 09:37:06,WITHDRAWAL,612194.12,Yamoussoukro,0,
22534,1091,2196,1755,15714,2025-10-13 07:02:58,PAYMENT,901311.26,San Pedro,0,
22535,2808,5620,58,10150,2025-05-18 20:57:47,WITHDRAWAL,876828.65,Abidjan,0,
22536,3624,7205,4074,18047,2025-11-14 03:29:21,PAYMENT,889999.91,Abidjan,0,
22537,9854,19820,4982,5264,2025-09-07 01:22:08,PAYMENT,788204.57,Yamoussoukro,0,
22538,5428,10854,1165,17097,2026-06-07 00:26:13,DEPOSIT,418167.23,Abidjan,0,
22539,8767,17590,3378,19136,2026-07-19 14:54:29,TRANSFER,552331.45,Korhogo,0,
22540,4573,9121,4650,166,2025-12-31 11:17:31,WITHDRAWAL,260242.39,Korhogo,0,
22541,1596,3224,1970,14497,2025-05-24 03:04:11,PAYMENT,769034.51,San Pedro,0,
22542,7,12,295,9366,2024-09-01 15:57:02,PAYMENT,345056.9,Korhogo,0,
22543,9083,18262,1458,13547,2025-11-10 06:55:31,DEPOSIT,602328.74,San Pedro,0,
22544,8526,17111,3430,15237,2024-10-22 16:37:16,WITHDRAWAL,645388.22,Abidjan,0,
22545,2171,4365,4790,10765,2025-11-01 11:55:07,PAYMENT,227092.43,Korhogo,0,
22546,8359,16785,54,8864,2026-05-13 00:24:45,TRANSFER,675576.27,Yamoussoukro,0,
22547,5890,11770,1893,15142,2026-04-08 08:54:09,WITHDRAWAL,700168.45,Yamoussoukro,0,
22548,7859,15760,3741,13733,2025-12-12 03:30:32,DEPOSIT,668426.61,Bouake,0,
22549,8604,17260,2405,7535,2024-10-15 12:43:49,DEPOSIT,431786.86,Bouake,0,
22550,9874,19855,1378,18083,2025-10-21 01:33:52,WITHDRAWAL,735708.23,Yamoussoukro,1,Multiple transactions
22551,1209,2442,86,8506,2024-10-12 16:26:38,TRANSFER,377089.93,San Pedro,0,
22552,6854,13725,115,6131,2024-10-30 04:59:20,TRANSFER,416663.71,Yamoussoukro,0,
22553,5410,10812,2881,18671,2026-03-16 09:41:27,WITHDRAWAL,529264.85,Yamoussoukro,0,
22554,9859,19831,785,10658,2025-02-01 07:13:12,TRANSFER,142828.93,Bouake,0,
22555,8336,16744,2392,19061,2025-05-07 03:04:39,PAYMENT,57282.81,Yamoussoukro,0,
22556,851,1717,176,3023,2025-10-24 13:23:09,DEPOSIT,267035.13,Abidjan,0,
22557,3112,6198,4636,8058,2026-01-04 09:28:29,PAYMENT,845054.5,Yamoussoukro,0,
22558,9228,18550,3255,39,2026-02-01 21:32:09,PAYMENT,228814.04,Yamoussoukro,0,
22559,6211,12414,253,2309,2026-07-02 22:59:10,PAYMENT,33993.79,San Pedro,0,
22560,1611,3256,2577,4047,2025-11-11 22:52:56,PAYMENT,393172.81,San Pedro,0,
22561,6700,13414,1256,4065,2025-06-23 14:35:43,PAYMENT,974436.58,Abidjan,1,Unusual location
22562,3801,7562,301,12032,2026-04-25 05:06:49,TRANSFER,239377.01,Abidjan,0,
22563,1807,3654,2087,15706,2025-06-01 19:04:03,DEPOSIT,244939.6,Bouake,0,
22564,3829,7623,3900,561,2026-02-08 21:00:15,TRANSFER,285316.11,San Pedro,0,
22565,1217,2456,3807,6500,2026-03-01 02:04:00,DEPOSIT,742659.42,Abidjan,0,
22566,9270,18632,1096,10727,2024-08-30 22:15:46,DEPOSIT,153833.33,San Pedro,0,
22567,4737,9457,925,8907,2025-04-26 17:21:04,WITHDRAWAL,18906.86,Bouake,0,
22568,3498,6961,1236,19287,2025-12-15 13:43:49,TRANSFER,891955.28,Korhogo,0,
22569,3604,7168,4539,3860,2026-04-04 03:03:12,WITHDRAWAL,241668.48,San Pedro,0,
22570,2915,5829,2114,19638,2025-07-07 21:53:24,PAYMENT,532735.54,Abidjan,0,
22571,6400,12810,3770,5501,2026-05-23 21:54:07,PAYMENT,81913.81,Korhogo,0,
22572,7490,15001,2436,4030,2025-07-23 19:59:54,PAYMENT,280340.21,Abidjan,0,
22573,6575,13167,3454,15244,2025-10-19 07:03:03,WITHDRAWAL,637480.99,Bouake,0,
22574,7994,16052,4992,14964,2026-06-01 14:16:46,DEPOSIT,981404.39,Yamoussoukro,0,
22575,6,9,3456,18498,2025-09-10 00:10:48,DEPOSIT,691154.2,Abidjan,0,
22576,1235,2496,3850,19087,2024-08-28 22:00:22,DEPOSIT,857228.34,Bouake,0,
22577,2271,4554,2723,14893,2025-06-05 15:17:53,TRANSFER,94726.28,San Pedro,0,
22578,8795,17647,1524,4535,2026-04-23 13:32:25,TRANSFER,629785.17,San Pedro,1,Unusual location
22579,893,1792,480,8847,2026-04-17 09:31:36,DEPOSIT,134210.65,Bouake,0,
22580,5704,11400,976,2914,2025-11-30 20:06:05,WITHDRAWAL,639460.02,Bouake,0,
22581,6734,13480,1477,13293,2026-03-01 03:29:38,WITHDRAWAL,822634.28,Abidjan,0,
22582,1787,3615,4192,18274,2026-03-26 23:12:54,DEPOSIT,559996.49,Bouake,0,
22583,8296,16661,349,6487,2025-07-01 08:24:46,TRANSFER,314933.2,Yamoussoukro,0,
22584,1875,3783,1720,8333,2026-01-01 15:27:54,WITHDRAWAL,4447.95,Korhogo,0,
22585,460,911,4825,4435,2026-07-06 06:59:22,TRANSFER,456812.3,San Pedro,0,
22586,9841,19793,4030,5487,2024-08-19 21:06:06,DEPOSIT,868448.65,San Pedro,0,
22587,8706,17460,2451,7933,2025-01-14 18:23:44,DEPOSIT,807545.54,Abidjan,0,
22588,6350,12704,3311,3303,2025-10-14 07:28:05,DEPOSIT,182094.17,Yamoussoukro,1,Multiple transactions
22589,1152,2325,1618,9407,2024-12-18 08:19:18,PAYMENT,742786.89,San Pedro,1,Large amount
22590,2742,5495,3469,16458,2024-08-18 17:12:41,WITHDRAWAL,688115.26,Bouake,0,
22591,5763,11512,3805,6785,2025-12-02 16:53:43,DEPOSIT,315917.54,Abidjan,0,
22592,1672,3380,1109,159,2025-04-12 11:25:39,TRANSFER,105632.13,San Pedro,0,
22593,3064,6107,2325,8709,2024-10-15 16:58:14,DEPOSIT,332679.15,San Pedro,0,
22594,9271,18634,628,16361,2025-03-14 23:33:43,WITHDRAWAL,668129.41,Yamoussoukro,0,
22595,2078,4171,618,7128,2026-07-16 01:39:14,TRANSFER,400995.58,Yamoussoukro,0,
22596,7146,14319,2899,16854,2025-06-16 02:02:46,TRANSFER,186134.45,San Pedro,0,
22597,2328,4669,2992,12863,2026-04-14 19:32:16,WITHDRAWAL,424185.87,Korhogo,0,
22598,6740,13492,3787,8349,2024-08-22 00:04:02,DEPOSIT,852291.66,Abidjan,0,
22599,6646,13314,1513,3954,2026-02-17 05:44:28,WITHDRAWAL,408599.39,Abidjan,0,
22600,1533,3087,317,8109,2025-07-20 15:11:59,TRANSFER,40082.97,Bouake,0,
22601,16,28,691,1131,2026-05-21 17:39:04,WITHDRAWAL,940967.37,San Pedro,0,
22602,1979,3980,1169,13849,2026-06-22 23:32:20,PAYMENT,379515.57,Abidjan,0,
22603,4328,8628,2284,9932,2025-02-12 20:58:28,WITHDRAWAL,998210.26,Yamoussoukro,0,
22604,6896,13822,1898,17306,2025-05-05 11:42:32,WITHDRAWAL,659344.24,San Pedro,0,
22605,8642,17336,2365,18214,2026-04-27 14:37:12,DEPOSIT,805443.35,Bouake,0,
22606,7581,15177,2434,4247,2026-01-12 11:23:16,WITHDRAWAL,433647.9,Yamoussoukro,0,
22607,6146,12289,4892,13761,2025-04-24 04:40:43,PAYMENT,690000.44,Abidjan,0,
22608,1569,3164,4059,14746,2025-04-30 15:56:14,TRANSFER,32197.64,San Pedro,0,
22609,474,939,2578,10808,2025-02-09 03:15:04,DEPOSIT,476895.71,Abidjan,0,
22610,9149,18389,4285,19793,2025-03-02 19:55:48,TRANSFER,444830.15,Yamoussoukro,0,
22611,1343,2695,4987,9454,2025-07-12 09:17:59,TRANSFER,277066.43,Yamoussoukro,0,
22612,1915,3859,4729,11841,2026-03-31 16:32:11,DEPOSIT,810304.51,Korhogo,0,
22613,9971,20054,2706,2360,2024-09-06 02:10:01,TRANSFER,360500.01,Abidjan,0,
22614,2260,4532,2214,4991,2025-04-09 00:28:35,TRANSFER,713296.09,Yamoussoukro,0,
22615,2135,4292,1676,5224,2025-07-21 20:40:45,WITHDRAWAL,346944.52,Korhogo,0,
22616,8215,16499,124,5851,2026-01-24 23:22:40,TRANSFER,186196.85,Bouake,0,
22617,5285,10551,3235,6404,2025-12-06 00:47:35,WITHDRAWAL,832902.29,Yamoussoukro,0,
22618,5503,11005,2731,12036,2025-02-20 09:02:24,TRANSFER,383143.24,Korhogo,0,
22619,3887,7747,1663,16611,2026-03-19 23:04:37,TRANSFER,217129.56,Abidjan,0,
22620,8953,17972,2450,4918,2026-04-08 09:40:04,WITHDRAWAL,502046.83,Korhogo,0,
22621,2711,5431,4236,2881,2024-12-02 16:46:51,DEPOSIT,414837.26,Yamoussoukro,0,
22622,1945,3921,3255,17686,2025-01-09 14:16:19,WITHDRAWAL,643528.05,Yamoussoukro,0,
22623,2750,5513,4779,4052,2025-10-07 17:54:25,WITHDRAWAL,513220.85,Korhogo,0,
22624,7756,15544,2873,7422,2026-03-21 16:02:46,PAYMENT,40007.51,Bouake,0,
22625,176,345,3767,512,2026-06-01 15:36:53,PAYMENT,738162.58,Korhogo,0,
22626,2265,4542,198,13699,2025-09-29 01:07:22,PAYMENT,106942.05,San Pedro,0,
22627,2965,5916,4456,13000,2025-12-16 12:04:15,DEPOSIT,278719.48,Yamoussoukro,0,
22628,8530,17119,3844,10990,2025-04-06 23:25:35,PAYMENT,563030.91,San Pedro,0,
22629,6130,12260,2097,15549,2026-02-26 06:51:52,WITHDRAWAL,323446.52,Bouake,0,
22630,3537,7039,1516,10120,2025-06-07 16:17:24,DEPOSIT,924603.96,Abidjan,0,
22631,3267,6507,836,13994,2026-03-08 02:00:49,PAYMENT,301535.06,San Pedro,0,
22632,7736,15501,2971,597,2025-04-27 16:22:02,WITHDRAWAL,634195.11,Korhogo,0,
22633,9205,18501,3042,8087,2026-03-29 13:25:47,DEPOSIT,593132.1,San Pedro,0,
22634,8248,16561,4846,1936,2026-04-25 08:34:45,TRANSFER,165149.14,San Pedro,1,Multiple transactions
22635,1886,3807,4939,16753,2024-12-11 14:31:14,PAYMENT,83457.51,Abidjan,0,
22636,1593,3219,147,6504,2026-05-18 01:50:46,PAYMENT,271850.01,San Pedro,0,
22637,3451,6881,1203,14379,2025-08-23 04:45:10,WITHDRAWAL,609676.06,Abidjan,0,
22638,8324,16721,4670,2304,2026-05-27 08:10:21,DEPOSIT,255099.9,Abidjan,0,
22639,326,650,3505,2232,2024-10-07 23:46:25,WITHDRAWAL,447731.28,Korhogo,0,
22640,1831,3703,670,19142,2025-04-16 04:55:30,PAYMENT,947034.07,San Pedro,0,
22641,5376,10740,3276,3416,2025-04-30 05:14:30,WITHDRAWAL,350785.35,Abidjan,0,
22642,7817,15670,149,1750,2025-11-21 17:42:23,TRANSFER,842948.06,Abidjan,0,
22643,3927,7832,1268,18095,2025-09-22 00:33:00,PAYMENT,954909.75,Abidjan,0,
22644,386,770,4395,17967,2026-02-25 15:06:15,WITHDRAWAL,154991.68,Yamoussoukro,0,
22645,4016,8010,743,5447,2026-04-17 08:18:59,PAYMENT,811198.87,Bouake,0,
22646,4091,8162,815,5760,2026-05-11 11:41:21,TRANSFER,405457.42,Bouake,0,
22647,2906,5813,460,5845,2025-01-23 17:21:23,TRANSFER,875790.56,Yamoussoukro,0,
22648,4823,9642,1261,1293,2025-04-02 19:45:03,PAYMENT,455351.42,Yamoussoukro,0,
22649,4863,9711,4915,3647,2026-05-05 14:53:59,DEPOSIT,371258.13,Bouake,0,
22650,6594,13207,1547,702,2025-03-25 12:18:27,DEPOSIT,738198.79,Yamoussoukro,0,
22651,254,502,2466,10939,2024-10-17 15:27:41,TRANSFER,35533.98,Korhogo,0,
22652,5212,10400,4616,11220,2026-07-11 00:30:55,TRANSFER,385421.92,San Pedro,0,
22653,6629,13280,1911,13269,2026-02-11 17:04:35,DEPOSIT,674875.23,Korhogo,0,
22654,5718,11424,4919,7659,2024-10-09 04:54:38,PAYMENT,863303.08,Yamoussoukro,0,
22655,7648,15319,424,12065,2025-12-09 15:22:16,DEPOSIT,250190.09,Abidjan,0,
22656,6504,13027,2086,10006,2025-06-11 08:43:55,PAYMENT,741361.95,San Pedro,1,Suspicious merchant
22657,6131,12264,4461,230,2025-03-31 00:27:34,PAYMENT,451221.64,Abidjan,0,
22658,3063,6106,3084,707,2025-11-25 22:18:50,TRANSFER,980367.58,Bouake,0,
22659,5026,10043,2086,7892,2025-08-21 03:28:13,PAYMENT,290401.28,San Pedro,0,
22660,3265,6503,953,3260,2025-12-09 15:48:18,PAYMENT,336550.54,Korhogo,0,
22661,459,909,4142,10236,2024-12-22 14:00:00,PAYMENT,647904.79,Bouake,0,
22662,5131,10234,2722,14757,2026-03-10 14:30:39,PAYMENT,977159.57,Yamoussoukro,0,
22663,8957,17980,413,3557,2025-05-24 05:06:16,PAYMENT,306777.61,San Pedro,0,
22664,6119,12240,1,575,2025-01-03 23:27:34,WITHDRAWAL,170146.45,Abidjan,0,
22665,7667,15355,1131,19253,2025-02-21 13:07:37,WITHDRAWAL,569592.98,Korhogo,0,
22666,3802,7564,3619,19495,2026-05-26 19:40:33,WITHDRAWAL,955986.13,San Pedro,1,Multiple transactions
22667,1554,3134,3639,15551,2026-01-31 09:56:44,PAYMENT,600781.21,Abidjan,0,
22668,4186,8350,1211,10144,2025-08-12 00:23:46,DEPOSIT,337362.67,Korhogo,1,Large amount
22669,1042,2100,3924,4004,2025-04-29 06:40:15,PAYMENT,368597.03,San Pedro,0,
22670,6856,13729,3217,4448,2025-04-18 17:17:07,PAYMENT,770860.43,Bouake,0,
22671,3329,6637,1992,6014,2026-04-17 22:08:42,PAYMENT,267542.16,Korhogo,0,
22672,940,1890,4720,18781,2025-07-05 23:44:03,TRANSFER,878596.51,Yamoussoukro,0,
22673,1612,3257,2128,3612,2026-06-26 17:40:50,DEPOSIT,891486.45,San Pedro,0,
22674,3097,6166,3295,5489,2025-05-07 17:17:22,PAYMENT,417917.89,Yamoussoukro,1,Large amount
22675,8031,16125,184,17830,2026-03-09 05:04:31,PAYMENT,35255.99,San Pedro,0,
22676,4596,9172,4685,19652,2024-12-01 15:09:13,TRANSFER,656158.18,Abidjan,0,
22677,9262,18612,4657,15732,2024-12-08 20:59:59,WITHDRAWAL,383116.36,San Pedro,0,
22678,2315,4642,2194,7452,2025-04-07 15:48:19,DEPOSIT,489159.09,Bouake,0,
22679,8676,17403,4431,12938,2024-08-12 08:02:02,PAYMENT,574522.18,Abidjan,0,
