merchant_id,merchant_name,merchant_type,city,country,registration_date,risk_level
1061,Jacob,HOTEL,Daloa,Côte d'Ivoire,2013-11-28,LOW
1062,Bourgeois,ELECTRONICS,San Pedro,Côte d'Ivoire,2022-07-05,LOW
1063,Lombard Devaux SA,TRANSPORT,Daloa,Côte d'Ivoire,2018-01-30,LOW
1064,Voisin,E_COMMERCE,Yamoussoukro,Côte d'Ivoire,2020-11-02,MEDIUM
1065,Barre,HOTEL,Korhogo,Côte d'Ivoire,2021-03-13,LOW
1066,Chevallier,CLOTHING,Daloa,Côte d'Ivoire,2016-03-05,LOW
1067,Michel Julien S.A.S.,HOTEL,Man,Côte d'Ivoire,2015-04-20,MEDIUM
1068,Merle SARL,SUPERMARKET,Abidjan,Côte d'Ivoire,2012-07-28,LOW
1069,Laporte,TELECOM,Abidjan,Côte d'Ivoire,2017-08-28,LOW
1070,Leroux Roussel S.A.,PHARMACY,San Pedro,Côte d'Ivoire,2022-10-01,LOW
1071,Da Costa Joubert et Fils,TRANSPORT,Bouake,Côte d'Ivoire,2012-07-11,HIGH
1072,Bruneau Chevallier SARL,PHARMACY,Man,Côte d'Ivoire,2025-11-07,LOW
1073,Schmitt Gomez S.A.S.,E_COMMERCE,Abidjan,Côte d'Ivoire,2016-12-26,LOW
1074,Maury,E_COMMERCE,Abidjan,Côte d'Ivoire,2012-01-21,LOW
1075,Duhamel,PHARMACY,Abidjan,Côte d'Ivoire,2021-03-01,LOW
1076,Thibault Roche S.A.R.L.,E_COMMERCE,Man,Côte d'Ivoire,2020-10-18,LOW
1077,Roger,FUEL_STATION,San Pedro,Côte d'Ivoire,2019-12-02,LOW
1078,Robin SA,RESTAURANT,Abidjan,Côte d'Ivoire,2015-07-14,LOW
1079,Lefebvre Laine S.A.R.L.,RESTAURANT,Bouake,Côte d'Ivoire,2011-08-03,LOW
1080,Bonneau,ELECTRONICS,Man,Côte d'Ivoire,2015-01-01,LOW
1081,Leblanc Wagner S.A.,SUPERMARKET,Man,Côte d'Ivoire,2025-03-24,LOW
1082,Lopez,RESTAURANT,Daloa,Côte d'Ivoire,2011-12-13,LOW
1083,Coste Fischer S.A.,PHARMACY,San Pedro,Côte d'Ivoire,2024-09-30,LOW
1084,Laine SARL,TRANSPORT,Abidjan,Côte d'Ivoire,2012-10-22,MEDIUM
1085,Fischer,RESTAURANT,Abidjan,Côte d'Ivoire,2022-11-03,LOW
1086,Coste,E_COMMERCE,Bouake,Côte d'Ivoire,2013-04-17,LOW
1087,Hernandez,PHARMACY,Man,Côte d'Ivoire,2017-01-23,HIGH
1088,Barbier Foucher S.A.R.L.,PHARMACY,Abidjan,Côte d'Ivoire,2025-01-17,LOW
1089,Delahaye,SUPERMARKET,Korhogo,Côte d'Ivoire,2016-12-21,LOW
1090,Neveu Guilbert et Fils,TELECOM,Yamoussoukro,Côte d'Ivoire,2022-01-06,MEDIUM
1091,Hubert,PHARMACY,San Pedro,Côte d'Ivoire,2022-11-24,LOW
1092,Hoareau Le Gall et Fils,TELECOM,Daloa,Côte d'Ivoire,2023-04-16,LOW
1093,Rodriguez,RESTAURANT,Bouake,Côte d'Ivoire,2014-08-07,MEDIUM
1094,Boutin S.A.S.,CLOTHING,Man,Côte d'Ivoire,2018-03-28,LOW
1095,Vidal S.A.S.,TRANSPORT,Yamoussoukro,Côte d'Ivoire,2016-12-27,MEDIUM
1096,Riou Moreno SA,FUEL_STATION,Yamoussoukro,Côte d'Ivoire,2020-01-07,LOW
1097,Rémy Vallet SA,FUEL_STATION,Korhogo,Côte d'Ivoire,2015-08-16,LOW
1098,Julien,CLOTHING,Yamoussoukro,Côte d'Ivoire,2014-06-07,MEDIUM
1099,Neveu et Fils,SUPERMARKET,Daloa,Côte d'Ivoire,2022-06-13,MEDIUM
1100,Cohen,E_COMMERCE,Bouake,Côte d'Ivoire,2011-10-08,LOW
1101,Lacroix,ELECTRONICS,Bouake,Côte d'Ivoire,2015-10-27,MEDIUM
1102,Marty SARL,E_COMMERCE,Man,Côte d'Ivoire,2024-12-18,LOW
1103,Fouquet SA,FUEL_STATION,San Pedro,Côte d'Ivoire,2012-05-24,LOW
1104,Navarro,FUEL_STATION,San Pedro,Côte d'Ivoire,2024-01-15,LOW
1105,Brun,RESTAURANT,Korhogo,Côte d'Ivoire,2018-08-14,MEDIUM
1106,Hoareau,SUPERMARKET,Yamoussoukro,Côte d'Ivoire,2017-07-20,MEDIUM
1107,Roussel,PHARMACY,San Pedro,Côte d'Ivoire,2025-09-04,MEDIUM
1108,Verdier,CLOTHING,San Pedro,Côte d'Ivoire,2022-08-25,LOW
1109,Goncalves Sauvage SA,PHARMACY,Daloa,Côte d'Ivoire,2025-03-04,LOW
1110,Cousin SA,RESTAURANT,Abidjan,Côte d'Ivoire,2016-12-30,LOW
1111,Duval,SUPERMARKET,Yamoussoukro,Côte d'Ivoire,2012-11-02,LOW
1112,Picard,SUPERMARKET,Daloa,Côte d'Ivoire,2017-12-18,LOW
1113,Foucher Sanchez S.A.S.,E_COMMERCE,Man,Côte d'Ivoire,2013-02-27,MEDIUM
1114,Valentin,TRANSPORT,San Pedro,Côte d'Ivoire,2022-01-06,MEDIUM
1115,Fischer,RESTAURANT,Man,Côte d'Ivoire,2012-02-07,LOW
1116,Guibert,CLOTHING,Bouake,Côte d'Ivoire,2014-05-20,LOW
1117,Barbier,E_COMMERCE,Abidjan,Côte d'Ivoire,2012-06-26,LOW
1118,Rémy S.A.,FUEL_STATION,Daloa,Côte d'Ivoire,2014-10-22,LOW
1119,Grenier,HOTEL,San Pedro,Côte d'Ivoire,2021-01-01,LOW
1120,Peltier,RESTAURANT,Yamoussoukro,Côte d'Ivoire,2016-05-13,LOW
1121,Gomez,FUEL_STATION,Abidjan,Côte d'Ivoire,2013-03-17,LOW
1122,Carlier S.A.S.,TRANSPORT,Abidjan,Côte d'Ivoire,2020-12-04,LOW
1123,Brunet,CLOTHING,Abidjan,Côte d'Ivoire,2012-07-02,LOW
1124,Bernard,PHARMACY,Abidjan,Côte d'Ivoire,2018-11-07,LOW
1125,Cousin et Fils,PHARMACY,Man,Côte d'Ivoire,2022-03-18,LOW
1126,Bourgeois,TELECOM,Yamoussoukro,Côte d'Ivoire,2013-03-23,LOW
1127,Leclerc S.A.,E_COMMERCE,Bouake,Côte d'Ivoire,2022-06-07,LOW
1128,Faure,E_COMMERCE,Man,Côte d'Ivoire,2019-08-19,MEDIUM
1129,Le Gall S.A.R.L.,SUPERMARKET,Yamoussoukro,Côte d'Ivoire,2019-08-03,MEDIUM
1130,Peltier,E_COMMERCE,Korhogo,Côte d'Ivoire,2016-01-31,LOW
1131,Clerc S.A.S.,CLOTHING,Man,Côte d'Ivoire,2018-03-03,LOW
1132,Lemaître Weber SARL,TELECOM,Korhogo,Côte d'Ivoire,2014-10-01,LOW
1133,Bertrand,TELECOM,Daloa,Côte d'Ivoire,2016-01-21,LOW
1134,Turpin,HOTEL,Bouake,Côte d'Ivoire,2016-01-21,LOW
1135,Royer Thibault SA,RESTAURANT,Korhogo,Côte d'Ivoire,2014-02-23,LOW
1136,Clément et Fils,RESTAURANT,Bouake,Côte d'Ivoire,2017-06-04,MEDIUM
1137,Boulay,SUPERMARKET,Abidjan,Côte d'Ivoire,2021-08-10,MEDIUM
1138,Lenoir Bonnet S.A.R.L.,SUPERMARKET,Bouake,Côte d'Ivoire,2025-07-01,LOW
1139,Regnier,HOTEL,San Pedro,Côte d'Ivoire,2023-04-07,MEDIUM
1140,Baudry,PHARMACY,Daloa,Côte d'Ivoire,2026-07-29,LOW
1141,Ollivier Ribeiro SA,TRANSPORT,Bouake,Côte d'Ivoire,2018-04-17,LOW
1142,Gaudin S.A.S.,TRANSPORT,Man,Côte d'Ivoire,2020-05-14,LOW
1143,Mathieu Boulay S.A.R.L.,RESTAURANT,Korhogo,Côte d'Ivoire,2014-07-08,LOW
1144,Lecomte Olivier S.A.,ELECTRONICS,Man,Côte d'Ivoire,2012-04-20,MEDIUM
1145,Chevalier,PHARMACY,Bouake,Côte d'Ivoire,2023-03-13,MEDIUM
1146,Renaud,SUPERMARKET,San Pedro,Côte d'Ivoire,2025-07-27,LOW
1147,Valentin Poirier SARL,TELECOM,Daloa,Côte d'Ivoire,2023-12-12,LOW
1148,Fernandez S.A.R.L.,E_COMMERCE,Yamoussoukro,Côte d'Ivoire,2021-01-15,LOW
1149,Courtois,TELECOM,Abidjan,Côte d'Ivoire,2017-02-14,LOW
1150,Dijoux,E_COMMERCE,Korhogo,Côte d'Ivoire,2019-05-15,MEDIUM
1151,Bonnin S.A.S.,CLOTHING,Bouake,Côte d'Ivoire,2021-07-28,LOW
1152,Marie,CLOTHING,San Pedro,Côte d'Ivoire,2018-08-17,HIGH
1153,Caron Duhamel S.A.S.,FUEL_STATION,Man,Côte d'Ivoire,2021-06-27,MEDIUM
1154,Gautier S.A.S.,FUEL_STATION,Bouake,Côte d'Ivoire,2024-11-01,LOW
1155,Renault S.A.S.,TRANSPORT,Abidjan,Côte d'Ivoire,2026-07-19,LOW
1156,Bouchet,HOTEL,Man,Côte d'Ivoire,2016-01-26,MEDIUM
1157,Bègue,SUPERMARKET,Yamoussoukro,Côte d'Ivoire,2019-11-02,LOW
1158,Morel,TRANSPORT,Daloa,Côte d'Ivoire,2014-07-04,MEDIUM
1159,Antoine,E_COMMERCE,Abidjan,Côte d'Ivoire,2014-01-08,LOW
1160,Morel,FUEL_STATION,San Pedro,Côte d'Ivoire,2018-04-23,LOW
1161,Blot,SUPERMARKET,Bouake,Côte d'Ivoire,2015-08-14,MEDIUM
1162,Vallet S.A.R.L.,RESTAURANT,Abidjan,Côte d'Ivoire,2016-02-22,MEDIUM
1163,Lefebvre,ELECTRONICS,San Pedro,Côte d'Ivoire,2017-04-28,MEDIUM
1164,Langlois,HOTEL,San Pedro,Côte d'Ivoire,2016-05-06,HIGH
1165,Grenier,RESTAURANT,Korhogo,Côte d'Ivoire,2023-03-24,LOW
1166,Dumas S.A.,PHARMACY,Man,Côte d'Ivoire,2016-09-08,MEDIUM
1167,Becker,RESTAURANT,Korhogo,Côte d'Ivoire,2025-08-16,LOW
1168,Royer,TRANSPORT,Man,Côte d'Ivoire,2023-12-22,HIGH
1169,Texier,FUEL_STATION,Yamoussoukro,Côte d'Ivoire,2022-07-23,LOW
1170,Roche S.A.R.L.,HOTEL,Daloa,Côte d'Ivoire,2015-03-04,LOW
1171,Traore,HOTEL,Yamoussoukro,Côte d'Ivoire,2019-10-26,LOW
1172,Lefèvre,FUEL_STATION,Abidjan,Côte d'Ivoire,2020-05-04,MEDIUM
1173,François Langlois et Fils,PHARMACY,Daloa,Côte d'Ivoire,2020-03-13,MEDIUM
1174,Dufour,RESTAURANT,Bouake,Côte d'Ivoire,2024-11-07,LOW
1175,Giraud S.A.,TELECOM,San Pedro,Côte d'Ivoire,2026-06-19,LOW
1176,Boyer Menard SA,RESTAURANT,Korhogo,Côte d'Ivoire,2019-05-05,LOW
1177,Alves et Fils,FUEL_STATION,San Pedro,Côte d'Ivoire,2014-12-18,LOW
1178,Tessier,E_COMMERCE,Daloa,Côte d'Ivoire,2025-08-02,LOW
1179,Bodin,PHARMACY,Daloa,Côte d'Ivoire,2018-04-30,LOW
1180,Bazin SA,CLOTHING,Abidjan,Côte d'Ivoire,2015-09-10,LOW
1181,Camus,HOTEL,Bouake,Côte d'Ivoire,2021-09-06,LOW
1182,Schmitt,FUEL_STATION,Yamoussoukro,Côte d'Ivoire,2026-05-20,LOW
1183,Coste,SUPERMARKET,Man,Côte d'Ivoire,2020-12-14,LOW
1184,Barre,PHARMACY,Abidjan,Côte d'Ivoire,2014-05-11,HIGH
1185,Bouvet,TELECOM,Korhogo,Côte d'Ivoire,2025-09-16,MEDIUM
1186,Jacquet SA,FUEL_STATION,Abidjan,Côte d'Ivoire,2018-02-25,LOW
1187,Goncalves S.A.S.,PHARMACY,Abidjan,Côte d'Ivoire,2024-11-03,LOW
1188,Louis Jourdan S.A.,FUEL_STATION,Bouake,Côte d'Ivoire,2023-02-08,LOW
1189,Royer Gilles S.A.R.L.,TRANSPORT,Yamoussoukro,Côte d'Ivoire,2020-04-22,LOW
1190,Valette et Fils,RESTAURANT,Korhogo,Côte d'Ivoire,2011-09-23,LOW
1191,Payet,RESTAURANT,Abidjan,Côte d'Ivoire,2022-08-03,HIGH
1192,Brunel Petit S.A.,FUEL_STATION,Man,Côte d'Ivoire,2015-11-14,LOW
1193,Mendès,PHARMACY,Abidjan,Côte d'Ivoire,2023-08-23,MEDIUM
1194,Briand,HOTEL,Abidjan,Côte d'Ivoire,2017-12-24,LOW
1195,Jacques,TELECOM,Abidjan,Côte d'Ivoire,2015-11-11,LOW
1196,Turpin Hernandez et Fils,CLOTHING,San Pedro,Côte d'Ivoire,2020-06-07,MEDIUM
1197,Mary,TRANSPORT,San Pedro,Côte d'Ivoire,2013-04-25,LOW
1198,Gros et Fils,TRANSPORT,Bouake,Côte d'Ivoire,2025-12-02,LOW
1199,Guilbert,PHARMACY,Yamoussoukro,Côte d'Ivoire,2022-08-03,LOW
1200,Léger,PHARMACY,Abidjan,Côte d'Ivoire,2023-03-21,LOW
1201,Leduc SA,CLOTHING,Bouake,Côte d'Ivoire,2017-04-18,LOW
1202,Riou,TELECOM,San Pedro,Côte d'Ivoire,2017-02-08,MEDIUM
1203,Bertin,TELECOM,Abidjan,Côte d'Ivoire,2022-09-26,LOW
1204,Roche,TRANSPORT,Bouake,Côte d'Ivoire,2014-02-15,LOW
1205,Boyer Brunel S.A.R.L.,ELECTRONICS,Bouake,Côte d'Ivoire,2022-10-24,LOW
1206,Bazin,ELECTRONICS,Daloa,Côte d'Ivoire,2013-12-15,LOW
1207,Bègue S.A.R.L.,TRANSPORT,Daloa,Côte d'Ivoire,2016-08-08,MEDIUM
1208,Humbert,TELECOM,Korhogo,Côte d'Ivoire,2018-06-17,MEDIUM
1209,Gallet,HOTEL,Korhogo,Côte d'Ivoire,2012-03-05,LOW
1210,Le Goff Pages et Fils,TRANSPORT,Yamoussoukro,Côte d'Ivoire,2015-05-11,LOW
1211,Leconte,HOTEL,Korhogo,Côte d'Ivoire,2017-09-03,LOW
1212,Picard,E_COMMERCE,Abidjan,Côte d'Ivoire,2025-11-16,MEDIUM
1213,Cousin Pereira S.A.R.L.,TELECOM,Korhogo,Côte d'Ivoire,2013-10-02,LOW
1214,Pages,CLOTHING,Bouake,Côte d'Ivoire,2025-04-29,HIGH
1215,Bazin Daniel et Fils,RESTAURANT,Bouake,Côte d'Ivoire,2013-02-03,LOW
1216,Monnier Hubert et Fils,E_COMMERCE,Korhogo,Côte d'Ivoire,2026-05-26,MEDIUM
1217,De Oliveira,SUPERMARKET,Daloa,Côte d'Ivoire,2024-12-25,HIGH
1218,Guichard,FUEL_STATION,Korhogo,Côte d'Ivoire,2016-01-04,MEDIUM
1219,Barthelemy,TRANSPORT,Yamoussoukro,Côte d'Ivoire,2026-01-21,MEDIUM
1220,Lelièvre SA,PHARMACY,Bouake,Côte d'Ivoire,2026-04-25,LOW
1221,Georges S.A.,HOTEL,Daloa,Côte d'Ivoire,2020-02-02,MEDIUM
1222,Bazin S.A.R.L.,HOTEL,Korhogo,Côte d'Ivoire,2020-08-03,LOW
1223,Pasquier,HOTEL,Korhogo,Côte d'Ivoire,2012-06-29,LOW
1224,Dos Santos Bourgeois SARL,CLOTHING,Bouake,Côte d'Ivoire,2018-07-15,MEDIUM
1225,Meunier,TELECOM,Korhogo,Côte d'Ivoire,2016-12-15,LOW
1226,Merle Faure S.A.R.L.,TELECOM,Abidjan,Côte d'Ivoire,2017-03-26,LOW
1227,Bouvier Couturier SA,FUEL_STATION,Korhogo,Côte d'Ivoire,2011-08-28,LOW
1228,Paris,ELECTRONICS,San Pedro,Côte d'Ivoire,2015-02-20,LOW
1229,Verdier Salmon S.A.,CLOTHING,Bouake,Côte d'Ivoire,2019-11-27,MEDIUM
1230,Dumont S.A.S.,HOTEL,Man,Côte d'Ivoire,2018-12-14,LOW
1231,Antoine,HOTEL,Abidjan,Côte d'Ivoire,2018-11-15,LOW
1232,Jacob,CLOTHING,Man,Côte d'Ivoire,2011-08-28,MEDIUM
1233,Joubert S.A.,RESTAURANT,Daloa,Côte d'Ivoire,2024-01-03,LOW
1234,Garcia,HOTEL,Abidjan,Côte d'Ivoire,2017-01-21,LOW
1235,Moreau Labbé SA,TRANSPORT,Korhogo,Côte d'Ivoire,2022-03-28,LOW
1236,Jean Lemonnier SARL,E_COMMERCE,Yamoussoukro,Côte d'Ivoire,2016-11-19,LOW
1237,Henry Jacob S.A.S.,PHARMACY,Man,Côte d'Ivoire,2021-08-03,MEDIUM
1238,Brun,TELECOM,Man,Côte d'Ivoire,2012-09-07,LOW
1239,Léger SARL,ELECTRONICS,Man,Côte d'Ivoire,2019-05-02,MEDIUM
1240,Gay,CLOTHING,Daloa,Côte d'Ivoire,2023-04-05,LOW
1241,Le Goff Camus SARL,CLOTHING,Daloa,Côte d'Ivoire,2024-05-03,LOW
1242,Gaillard Antoine SA,E_COMMERCE,Man,Côte d'Ivoire,2015-06-18,LOW
1243,Petitjean Payet S.A.,PHARMACY,Bouake,Côte d'Ivoire,2024-01-24,MEDIUM
1244,Pruvost S.A.S.,CLOTHING,San Pedro,Côte d'Ivoire,2014-06-14,MEDIUM
1245,Poulain et Fils,CLOTHING,Abidjan,Côte d'Ivoire,2022-08-23,LOW
1246,Mallet et Fils,HOTEL,Daloa,Côte d'Ivoire,2015-12-05,HIGH
1247,Valentin SA,FUEL_STATION,Man,Côte d'Ivoire,2022-11-02,LOW
1248,Guibert SA,TELECOM,Bouake,Côte d'Ivoire,2012-05-24,LOW
1249,Delattre S.A.R.L.,RESTAURANT,Bouake,Côte d'Ivoire,2018-01-16,LOW
1250,Lévy SARL,HOTEL,Bouake,Côte d'Ivoire,2019-08-24,LOW
1251,Leclerc Lemonnier et Fils,RESTAURANT,Daloa,Côte d'Ivoire,2022-04-19,MEDIUM
1252,Hernandez S.A.R.L.,HOTEL,San Pedro,Côte d'Ivoire,2022-10-31,LOW
1253,Dupré S.A.S.,FUEL_STATION,Bouake,Côte d'Ivoire,2016-03-02,LOW
1254,Humbert Duval S.A.S.,HOTEL,Yamoussoukro,Côte d'Ivoire,2023-10-21,MEDIUM
1255,Carre SA,SUPERMARKET,Abidjan,Côte d'Ivoire,2024-12-04,LOW
1256,Mahe S.A.,TRANSPORT,Bouake,Côte d'Ivoire,2021-12-08,MEDIUM
1257,Merle Charles S.A.S.,TELECOM,San Pedro,Côte d'Ivoire,2015-01-03,LOW
1258,Fischer,TRANSPORT,Abidjan,Côte d'Ivoire,2018-07-19,MEDIUM
1259,Renard,CLOTHING,Man,Côte d'Ivoire,2012-03-30,MEDIUM
1260,Guillaume,FUEL_STATION,Bouake,Côte d'Ivoire,2023-04-14,LOW
1261,Rémy,SUPERMARKET,Yamoussoukro,Côte d'Ivoire,2015-07-26,LOW
1262,Richard et Fils,E_COMMERCE,Abidjan,Côte d'Ivoire,2013-02-02,LOW
1263,Baudry et Fils,PHARMACY,San Pedro,Côte d'Ivoire,2019-12-25,LOW
1264,Robin Valette S.A.S.,RESTAURANT,Korhogo,Côte d'Ivoire,2012-11-07,MEDIUM
1265,Boucher et Fils,RESTAURANT,Yamoussoukro,Côte d'Ivoire,2015-07-05,LOW
1266,Collet,CLOTHING,San Pedro,Côte d'Ivoire,2016-01-26,MEDIUM
1267,Girard,TRANSPORT,Man,Côte d'Ivoire,2013-04-10,LOW
1268,Fournier Charpentier SARL,TRANSPORT,Bouake,Côte d'Ivoire,2025-03-18,LOW
1269,Launay,HOTEL,Bouake,Côte d'Ivoire,2024-02-21,HIGH
1270,Gauthier SA,TRANSPORT,Man,Côte d'Ivoire,2011-09-28,LOW
1271,Dupré Jourdan S.A.,ELECTRONICS,Yamoussoukro,Côte d'Ivoire,2017-03-02,LOW
1272,Navarro,E_COMMERCE,Bouake,Côte d'Ivoire,2022-02-25,LOW
1273,Peron,TRANSPORT,Korhogo,Côte d'Ivoire,2013-02-26,LOW
1274,Le Goff,TELECOM,Bouake,Côte d'Ivoire,2014-09-08,LOW
1275,Maréchal S.A.R.L.,SUPERMARKET,San Pedro,Côte d'Ivoire,2019-05-05,LOW
1276,Collin,CLOTHING,San Pedro,Côte d'Ivoire,2023-04-24,LOW
1277,De Oliveira,SUPERMARKET,Bouake,Côte d'Ivoire,2022-08-12,LOW
1278,Marie Payet et Fils,E_COMMERCE,Abidjan,Côte d'Ivoire,2023-12-07,LOW
1279,Leroux SA,RESTAURANT,Yamoussoukro,Côte d'Ivoire,2018-08-27,MEDIUM
1280,Colas,TELECOM,San Pedro,Côte d'Ivoire,2023-02-12,MEDIUM
1281,Arnaud,E_COMMERCE,Abidjan,Côte d'Ivoire,2021-12-22,LOW
1282,Merle,TRANSPORT,Bouake,Côte d'Ivoire,2017-09-04,LOW
1283,Pottier et Fils,TRANSPORT,Yamoussoukro,Côte d'Ivoire,2013-10-18,LOW
1284,Coulon,SUPERMARKET,Yamoussoukro,Côte d'Ivoire,2013-06-30,LOW
1285,Besnard,E_COMMERCE,Bouake,Côte d'Ivoire,2012-05-10,MEDIUM
1286,Bertin et Fils,CLOTHING,Abidjan,Côte d'Ivoire,2016-12-02,LOW
1287,Fischer et Fils,RESTAURANT,Abidjan,Côte d'Ivoire,2020-07-03,LOW
1288,Laroche Maillot S.A.S.,ELECTRONICS,San Pedro,Côte d'Ivoire,2020-06-22,HIGH
1289,Lesage et Fils,CLOTHING,Bouake,Côte d'Ivoire,2023-12-09,LOW
1290,Leduc Perrot et Fils,TRANSPORT,Daloa,Côte d'Ivoire,2023-01-30,LOW
1291,Gérard,ELECTRONICS,Man,Côte d'Ivoire,2025-11-06,MEDIUM
1292,Dubois et Fils,TELECOM,Korhogo,Côte d'Ivoire,2014-03-31,MEDIUM
1293,Costa,TELECOM,Yamoussoukro,Côte d'Ivoire,2026-05-14,LOW
1294,Sanchez Hamel S.A.R.L.,SUPERMARKET,Korhogo,Côte d'Ivoire,2017-01-11,LOW
1295,Rémy Lopes SA,ELECTRONICS,Daloa,Côte d'Ivoire,2020-03-13,LOW
1296,Dias Weiss S.A.R.L.,CLOTHING,Bouake,Côte d'Ivoire,2018-06-08,LOW
1297,Chevalier Jacques S.A.R.L.,TELECOM,Bouake,Côte d'Ivoire,2025-03-16,MEDIUM
1298,Blanc,PHARMACY,Bouake,Côte d'Ivoire,2026-02-23,MEDIUM
1299,Cohen,PHARMACY,Abidjan,Côte d'Ivoire,2016-12-13,LOW
1300,Mahe et Fils,TRANSPORT,Bouake,Côte d'Ivoire,2022-09-09,HIGH
1301,Henry S.A.R.L.,PHARMACY,Daloa,Côte d'Ivoire,2018-08-04,LOW
1302,Pascal S.A.S.,HOTEL,Man,Côte d'Ivoire,2011-07-31,MEDIUM
1303,Texier S.A.S.,RESTAURANT,Abidjan,Côte d'Ivoire,2022-06-03,LOW
1304,Grégoire,TRANSPORT,Korhogo,Côte d'Ivoire,2021-02-21,LOW
1305,Bègue Leconte S.A.R.L.,E_COMMERCE,Korhogo,Côte d'Ivoire,2017-05-16,LOW
1306,Vincent,SUPERMARKET,Daloa,Côte d'Ivoire,2025-06-20,MEDIUM
1307,De Sousa Rémy S.A.S.,CLOTHING,Korhogo,Côte d'Ivoire,2024-08-18,MEDIUM
1308,Auger,RESTAURANT,San Pedro,Côte d'Ivoire,2022-10-03,LOW
1309,Auger,CLOTHING,Korhogo,Côte d'Ivoire,2019-04-10,LOW
1310,Pereira et Fils,RESTAURANT,Abidjan,Côte d'Ivoire,2015-05-07,LOW
1311,Leblanc SARL,RESTAURANT,Daloa,Côte d'Ivoire,2025-09-10,LOW
1312,Lévy,ELECTRONICS,Yamoussoukro,Côte d'Ivoire,2020-06-15,MEDIUM
1313,Boutin,E_COMMERCE,San Pedro,Côte d'Ivoire,2013-05-20,LOW
1314,Gaillard S.A.R.L.,CLOTHING,Korhogo,Côte d'Ivoire,2013-12-18,LOW
1315,Gautier,PHARMACY,Yamoussoukro,Côte d'Ivoire,2015-11-26,LOW
1316,Roche Mathieu S.A.R.L.,CLOTHING,Korhogo,Côte d'Ivoire,2015-03-30,LOW
1317,Aubert,TRANSPORT,Abidjan,Côte d'Ivoire,2023-10-08,LOW
1318,Nicolas,HOTEL,Man,Côte d'Ivoire,2024-06-15,LOW
1319,Lambert,TELECOM,Yamoussoukro,Côte d'Ivoire,2022-05-07,MEDIUM
1320,Leleu S.A.R.L.,SUPERMARKET,Yamoussoukro,Côte d'Ivoire,2019-05-11,MEDIUM
1321,Didier Thomas S.A.S.,E_COMMERCE,Yamoussoukro,Côte d'Ivoire,2024-02-06,LOW
1322,Lenoir S.A.R.L.,TELECOM,Daloa,Côte d'Ivoire,2025-11-05,LOW
1323,Grégoire,RESTAURANT,Daloa,Côte d'Ivoire,2024-11-11,LOW
1324,Jacquot Delorme S.A.,E_COMMERCE,Man,Côte d'Ivoire,2024-01-02,LOW
1325,Duval Chevallier et Fils,HOTEL,Yamoussoukro,Côte d'Ivoire,2021-10-16,MEDIUM
1326,Bodin,CLOTHING,Man,Côte d'Ivoire,2026-07-27,LOW
1327,Humbert,TELECOM,Bouake,Côte d'Ivoire,2021-12-08,MEDIUM
1328,Paris Chauvin SARL,TRANSPORT,Man,Côte d'Ivoire,2016-07-30,LOW
1329,Lucas,ELECTRONICS,Daloa,Côte d'Ivoire,2013-12-04,LOW
1330,Marion,SUPERMARKET,Korhogo,Côte d'Ivoire,2023-06-26,MEDIUM
1331,Boutin,RESTAURANT,Yamoussoukro,Côte d'Ivoire,2020-11-22,MEDIUM
1332,Mendès,TRANSPORT,Bouake,Côte d'Ivoire,2024-02-10,MEDIUM
1333,Bourgeois Lacroix S.A.S.,ELECTRONICS,Korhogo,Côte d'Ivoire,2023-09-24,LOW
1334,Torres,FUEL_STATION,Daloa,Côte d'Ivoire,2017-06-13,LOW
1335,Lacombe Delahaye S.A.,SUPERMARKET,Bouake,Côte d'Ivoire,2020-02-24,LOW
1336,Lacombe,SUPERMARKET,Yamoussoukro,Côte d'Ivoire,2013-07-16,MEDIUM
1337,Guilbert,E_COMMERCE,Yamoussoukro,Côte d'Ivoire,2019-09-30,MEDIUM
1338,Parent,ELECTRONICS,San Pedro,Côte d'Ivoire,2024-04-19,LOW
1339,Briand,RESTAURANT,Man,Côte d'Ivoire,2025-04-29,LOW
1340,Barbe SA,HOTEL,San Pedro,Côte d'Ivoire,2012-01-03,LOW
1341,Rodrigues,PHARMACY,Daloa,Côte d'Ivoire,2012-06-23,LOW
1342,Bourgeois SARL,ELECTRONICS,Yamoussoukro,Côte d'Ivoire,2024-05-03,LOW
1343,Renault Normand SARL,E_COMMERCE,Man,Côte d'Ivoire,2014-01-24,MEDIUM
1344,Blot SARL,RESTAURANT,Yamoussoukro,Côte d'Ivoire,2015-01-17,LOW
1345,Pelletier S.A.R.L.,SUPERMARKET,Bouake,Côte d'Ivoire,2013-04-26,MEDIUM
1346,Bernier Jourdan S.A.S.,FUEL_STATION,Daloa,Côte d'Ivoire,2018-03-11,LOW
1347,Gros Grenier SARL,FUEL_STATION,Man,Côte d'Ivoire,2023-05-13,LOW
1348,Weber S.A.R.L.,TRANSPORT,Korhogo,Côte d'Ivoire,2018-08-30,LOW
1349,Courtois,SUPERMARKET,San Pedro,Côte d'Ivoire,2012-06-28,MEDIUM
1350,Bernier SARL,PHARMACY,Korhogo,Côte d'Ivoire,2015-01-11,MEDIUM
1351,Jean,FUEL_STATION,Yamoussoukro,Côte d'Ivoire,2022-05-11,LOW
1352,Faivre,E_COMMERCE,Man,Côte d'Ivoire,2021-08-02,HIGH
